candidate_id,district,party,age,incumbency,prior_vote_share,poll_trend,sns_posts,sns_likes,sns_shares,poster_path,poster_r,poster_g,poster_b,won
0,District_41,Party_A,63,1,0.3100608739196983,0.473860833744823,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,198,49,posters/poster_0.png,125.00332641601562,114.01737976074219,71.07295227050781,1
1,District_48,Party_A,27,0,0.7819459112971967,1.368450123265755,防災・減災を強化し、暮らしを守ります。 応援お願いします,216,43,posters/poster_1.png,215.90301513671875,16.122055053710938,15.123184204101562,1
2,District_6,Party_B,46,0,0.21383745502484947,-2.439105815056023,安心安全なまちづくり、教育・福祉を充実させます。 説明会を開催,188,52,posters/poster_2.png,13.138320922851562,101.03201293945312,213.8955535888672,1
3,District_15,Party_D,27,1,0.6081845231526679,0.6034412250381314,防災・減災を強化し、暮らしを守ります。 ライブ配信します,198,65,posters/poster_3.png,3.1551055908203125,81.05805969238281,215.8896026611328,1
4,District_22,Party_C,50,0,0.6105398159072942,-1.0215521946755979,安心安全なまちづくり、教育・福祉を充実させます。 ボランティア募集中,200,61,posters/poster_4.png,171.9440155029297,52.09480285644531,47.10121154785156,0
5,District_25,Party_A,26,0,0.32476499772091333,-0.16175538639752096,小さな声を大切に、持続可能な地域をめざします。 ライブ配信します,203,58,posters/poster_5.png,134.9905548095703,22.133331298828125,234.86424255371094,1
6,District_35,Party_A,60,1,0.7531245410138703,-0.11564828238824053,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,195,58,posters/poster_6.png,149.97036743164062,184.92417907714844,98.03900146484375,1
7,District_46,Party_A,69,0,0.6813181884524239,-0.3011036955892888,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,212,54,posters/poster_7.png,147.97698974609375,40.09783935546875,119.00947570800781,0
8,District_7,Party_D,29,1,0.5906462153011667,-0.8963351831293019,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,195,53,posters/poster_8.png,185.91949462890625,83.06132507324219,188.91529846191406,1
9,District_23,Party_B,59,0,0.27175654756298107,-0.11198782050694159,小さな声を大切に、持続可能な地域をめざします。 応援お願いします,209,51,posters/poster_9.png,87.05343627929688,125.00344848632812,83.05886840820312,1
10,District_30,Party_D,33,1,0.2665344924870988,-1.3807170242722524,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,221,51,posters/poster_10.png,112.02442932128906,165.93927001953125,28.15716552734375,1
11,District_15,Party_A,63,0,0.6533306831258292,-0.2808062915267532,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,188,45,posters/poster_11.png,136.98678588867188,33.13093566894531,108.02714538574219,0
12,District_37,Party_C,69,0,0.26329655589816237,-1.4824242468589133,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,197,46,posters/poster_12.png,201.8884735107422,233.8406524658203,73.08174133300781,1
13,District_17,Party_B,57,0,0.5886140723248174,-0.22884751623901617,安心安全なまちづくり、教育・福祉を充実させます。 説明会を開催,192,51,posters/poster_13.png,133.99009704589844,218.85943603515625,203.88243103027344,0
14,District_24,Party_B,66,0,0.7657458223475115,0.214938830094755,安心安全なまちづくり、教育・福祉を充実させます。 説明会を開催,209,44,posters/poster_14.png,251.80764770507812,46.12586975097656,24.160140991210938,1
15,District_8,Party_B,73,1,0.36006860856517103,-2.022314933195735,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,205,51,posters/poster_15.png,32.14848327636719,196.89193725585938,194.89503479003906,1
16,District_39,Party_D,28,0,0.4217926736368427,0.7278331141658672,防災・減災を強化し、暮らしを守ります。 ライブ配信します,199,48,posters/poster_16.png,5.19744873046875,58.11192321777344,135.986328125,0
17,District_50,Party_C,33,0,0.3119111062399126,-0.61906936035496,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,207,50,posters/poster_17.png,221.86700439453125,80.06671142578125,231.8528594970703,0
18,District_1,Party_C,65,1,0.4320412077803225,-0.7832532923362371,防災・減災を強化し、暮らしを守ります。 ボランティア募集中,225,45,posters/poster_18.png,54.12239074707031,151.95921325683594,101.04425048828125,0
19,District_10,Party_C,73,0,0.25586166068353955,-0.3220615162056756,安心安全なまちづくり、教育・福祉を充実させます。 説明会を開催,221,53,posters/poster_19.png,0.2054443359375,164.93939208984375,249.80245971679688,1
20,District_2,Party_A,72,1,0.7137945751268555,0.9206667157130712,小さな声を大切に、持続可能な地域をめざします。 ライブ配信します,213,52,posters/poster_20.png,122.00921630859375,29.16680908203125,123.00746154785156,0
21,District_37,Party_A,49,0,0.2964848308504992,-0.22672245554936182,地域の課題に取り組みます。皆さんの声を政策に反映します。 政策意見募集中,202,53,posters/poster_21.png,35.13850402832031,64.09524536132812,65.09375,0
22,District_43,Party_D,57,0,0.3072936255327973,1.343168212296779,防災・減災を強化し、暮らしを守ります。 ボランティア募集中,209,51,posters/poster_22.png,134.9879913330078,215.85736083984375,108.03147888183594,1
23,District_35,Party_B,46,0,0.7838063328514675,-0.7345476499475264,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,196,53,posters/poster_23.png,190.89515686035156,223.84071350097656,230.82920837402344,1
24,District_8,Party_B,52,1,0.7185005390431418,-0.004695994673559281,安心安全なまちづくり、教育・福祉を充実させます。 応援お願いします,203,49,posters/poster_24.png,172.9243927001953,10.1949462890625,117.01747131347656,0
25,District_38,Party_B,65,1,0.39845018280230826,-1.5708119835276153,地域の課題に取り組みます。皆さんの声を政策に反映します。 応援お願いします,202,46,posters/poster_25.png,30.162673950195312,117.01762390136719,34.155853271484375,1
26,District_3,Party_C,27,0,0.5340807574750102,0.173180925851182,地域の課題に取り組みます。皆さんの声を政策に反映します。 説明会を開催,203,41,posters/poster_26.png,121.01121520996094,141.97511291503906,247.7922821044922,0
27,District_14,Party_B,41,1,0.2819727988652173,0.3853173797288368,防災・減災を強化し、暮らしを守ります。 説明会を開催,209,46,posters/poster_27.png,241.82589721679688,124.00535583496094,241.82589721679688,1
28,District_27,Party_B,48,1,0.5068054393165627,1.4373563283335271,地域の課題に取り組みます。皆さんの声を政策に反映します。 応援お願いします,206,46,posters/poster_28.png,219.8354034423828,180.9046630859375,215.84242248535156,1
29,District_27,Party_D,47,1,0.3968916004848392,0.007306372740632225,地域の課題に取り組みます。皆さんの声を政策に反映します。 応援お願いします,216,44,posters/poster_29.png,31.166458129882812,205.86453247070312,172.92144775390625,1
30,District_7,Party_B,67,0,0.5133459560328827,-0.7153037092599682,安心安全なまちづくり、教育・福祉を充実させます。 ボランティア募集中,205,34,posters/poster_30.png,228.82408142089844,71.09796142578125,215.8466796875,1
31,District_12,Party_C,64,1,0.7855112476775208,0.6795977489346758,透明性の高い行政と効率的な予算運用を推進します。 ボランティア募集中,201,57,posters/poster_31.png,38.137420654296875,225.84877014160156,50.119140625,1
32,District_4,Party_A,50,0,0.7775890488067552,0.5049872789804571,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,196,42,posters/poster_32.png,85.07009887695312,207.86708068847656,247.80113220214844,1
33,District_31,Party_B,72,0,0.760768398403826,0.8657551941701215,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,206,53,posters/poster_33.png,84.07357788085938,193.88766479492188,1.2135772705078125,1
34,District_25,Party_C,27,0,0.413583607190757,-0.237391961206669,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,178,49,posters/poster_34.png,215.84959411621094,248.7935333251953,79.08230590820312,1
35,District_13,Party_C,47,0,0.7694874389548316,1.8720056804723042,安心安全なまちづくり、教育・福祉を充実させます。 応援お願いします,220,50,posters/poster_35.png,31.164688110351562,159.94461059570312,29.167938232421875,1
36,District_4,Party_D,40,0,0.5854515669237894,0.06980208499001891,防災・減災を強化し、暮らしを守ります。 説明会を開催,229,48,posters/poster_36.png,80.08360290527344,29.173507690429688,41.15252685546875,1
37,District_12,Party_A,67,1,0.4316615826804646,-0.3853135968617602,防災・減災を強化し、暮らしを守ります。 応援お願いします,186,39,posters/poster_37.png,120.01168823242188,205.87754821777344,61.103668212890625,1
38,District_37,Party_B,59,0,0.5934335812284454,1.5549226766366018,防災・減災を強化し、暮らしを守ります。 説明会を開催,193,50,posters/poster_38.png,20.195449829101562,41.15736389160156,213.84263610839844,1
39,District_43,Party_C,35,1,0.6410426262823316,-0.9812003352375493,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,214,42,posters/poster_39.png,159.94276428222656,122.00955200195312,134.98675537109375,1
40,District_26,Party_B,73,1,0.27661383765347936,0.49214103393666203,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,218,44,posters/poster_40.png,160.94168090820312,37.157562255859375,4.2150115966796875,1
41,District_30,Party_A,59,0,0.74153174400774,-1.5274526258344112,地域の課題に取り組みます。皆さんの声を政策に反映します。 説明会を開催,200,46,posters/poster_41.png,109.0286865234375,134.98843383789062,67.09359741210938,1
42,District_23,Party_A,36,1,0.708285886457354,0.39204188973259585,安心安全なまちづくり、教育・福祉を充実させます。 ライブ配信します,207,50,posters/poster_42.png,144.97096252441406,80.07875061035156,223.8397979736328,1
43,District_35,Party_C,36,0,0.6035110736462231,-0.12452524759368423,防災・減災を強化し、暮らしを守ります。 説明会を開催,211,57,posters/poster_43.png,4.20965576171875,152.95677185058594,53.12652587890625,1
44,District_9,Party_C,63,1,0.23352269280641003,0.324518316374555,地域の課題に取り組みます。皆さんの声を政策に反映します。 応援お願いします,208,59,posters/poster_44.png,79.08279418945312,138.98023986816406,143.97178649902344,1
45,District_39,Party_B,64,0,0.6931160355742139,1.67529324966822,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,209,47,posters/poster_45.png,134.98715209960938,249.7897186279297,127.99908447265625,0
46,District_4,Party_A,31,1,0.652026911155365,-0.718444221252436,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,212,48,posters/poster_46.png,22.187088012695312,1.22412109375,169.92462158203125,1
47,District_50,Party_B,27,0,0.44312125206885034,-0.21344715171184725,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,203,56,posters/poster_47.png,225.8456268310547,217.8581085205078,4.193634033203125,0
48,District_8,Party_A,27,1,0.7773035290847252,-1.4456099724720826,安心安全なまちづくり、教育・福祉を充実させます。 説明会を開催,218,69,posters/poster_48.png,18.200149536132812,188.88746643066406,75.09602355957031,0
49,District_28,Party_B,71,1,0.51662066545178,-0.8441369135177398,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,202,50,posters/poster_49.png,185.8962860107422,20.190505981445312,182.90174865722656,1
50,District_14,Party_B,55,1,0.618155033518289,1.4367546725495532,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,171,40,posters/poster_50.png,207.85911560058594,79.08479309082031,121.01138305664062,1
51,District_11,Party_B,60,0,0.41201133681563173,-0.7016999770078298,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,203,54,posters/poster_51.png,91.05682373046875,169.9340057373047,209.87188720703125,1
52,District_43,Party_B,44,1,0.36257458550907795,-0.12278874915751475,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,203,38,posters/poster_52.png,55.120758056640625,194.8874053955078,19.180816650390625,1
53,District_31,Party_B,29,0,0.4258780201268298,0.6488932412535497,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,183,49,posters/poster_53.png,178.912109375,155.9512481689453,116.01966857910156,1
54,District_15,Party_A,72,0,0.6150286383013472,1.638859986373953,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,223,55,posters/poster_54.png,167.93060302734375,141.97518920898438,35.15863037109375,1
55,District_50,Party_C,45,0,0.277495649090897,0.22523535280560358,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,233,44,posters/poster_55.png,203.8682098388672,168.9285430908203,14.195587158203125,1
56,District_8,Party_C,52,0,0.213310845218181,-3.4781692136365563,安心安全なまちづくり、教育・福祉を充実させます。 説明会を開催,215,38,posters/poster_56.png,134.98667907714844,19.19305419921875,55.12892150878906,1
57,District_39,Party_D,71,0,0.6708009583665858,-0.2682630619495127,小さな声を大切に、持続可能な地域をめざします。 ライブ配信します,206,61,posters/poster_57.png,222.84942626953125,59.10798645019531,196.89035034179688,0
58,District_37,Party_B,74,1,0.43534642705983945,0.8860635602461532,小さな声を大切に、持続可能な地域をめざします。 応援お願いします,194,56,posters/poster_58.png,222.82460021972656,0.23406982421875,100.05046081542969,1
59,District_24,Party_D,41,1,0.2882440885574228,-0.13707782104185295,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,225,45,posters/poster_59.png,159.9421844482422,63.11482238769531,152.95468139648438,0
